CITY CODE,STATE,METRO/MICRO,URBAN AREA AND STATE,TBONESTEAK,GRNDBEEF,SAUSAGE,FRYCHICK,TUNA,HGALMILK,DOZENEGGS,MARGARINE,PARMESAN,POTATOES,BANANAS,LETTUCE,BREAD,ORANGJUICE,COFFEE,SUGAR,CEREAL,SWEETPEAS,PEACHES,KLNX,CAS-CADE,CANOLAOIL,FROZNMEAL,FROZNCORN,POTATOCHIPS,COKE,APTRENT,HOMEPRICE,MORTRATE (%),HOMEP+I,ALL-ELECT,PARTELECT,OTHERENERGY,TOTALENERGY,PHONE,TIREBAL,GASOLINE,OPTOMETRIST,DOCTOR,DENTIST,IBUPROFEN,LIPITOR,HMBGRSAND,PIZZA,2-PCCHICK,HAIRCUT,BEAUTSALON,TOOTHPASTE,SHAMPOO,DRYCLEAN,MEN'SSHIRT,BOY'SJEANS,WOMEN'SSLACKS,WASHRREPR,NEWSPAPER,MOVIE,BOWLING,TENNSBALLS,VETSERVICES,BEER,WINE
22-10780-100,Louisiana,Alexandria LA Metro,Alexandria LA,$9.95 ,$4.41 ,$3.77 ,$1.21 ,$1.10 ,$2.74 ,$2.07 ,$1.02 ,$3.69 ,$3.57 ,$0.62 ,$1.46 ,$1.51 ,$3.62 ,$4.19 ,$2.41 ,$3.40 ,$1.09 ,$2.59 ,$2.07 ,$4.88 ,$3.20 ,$2.38 ,$1.75 ,$2.84 ,$1.50 ,$960 ,"$272,191 ",3.96,$970 ,$166.60 ,,,$166.60 ,$18.85 ,$40.38 ,$2.50 ,$89.25 ,$109.92 ,$92.50 ,$9.73 ,$267.52 ,$3.79 ,$14.37 ,$3.09 ,$10.67 ,$27.46 ,$2.78 ,$0.98 ,$11.99 ,$28.24 ,$23.74 ,$26.80 ,$79.17 ,$20.00 ,$9.25 ,$4.25 ,$3.50 ,$70.63 ,$9.36 ,$10.70 
22-12940-200,Louisiana,Baton Rouge LA Metro,Baton Rouge LA,$10.41 ,$4.46 ,$4.01 ,$1.45 ,$1.10 ,$2.72 ,$2.34 ,$1.07 ,$3.91 ,$3.55 ,$0.56 ,$1.38 ,$1.75 ,$3.54 ,$4.22 ,$2.18 ,$3.34 ,$1.14 ,$2.29 ,$1.81 ,$4.89 ,$3.08 ,$2.89 ,$1.40 ,$3.18 ,$1.70 ,$856 ,"$272,677 ",3.95,$971 ,$134.75 ,,,$134.75 ,$23.93 ,$30.21 ,$2.34 ,$140.20 ,$111.70 ,$87.59 ,$9.52 ,$281.28 ,$3.84 ,$7.98 ,$3.42 ,$17.82 ,$41.00 ,$3.14 ,$1.93 ,$11.99 ,$22.21 ,$18.39 ,$25.27 ,$77.33 ,$16.71 ,$9.35 ,$3.92 ,$2.13 ,$48.21 ,$7.88 ,$8.40 
22-25220-350,Louisiana,Hammond LA Metro,Hammond LA,$10.71 ,$4.49 ,$4.25 ,$1.19 ,$0.88 ,$2.61 ,$2.28 ,$1.03 ,$3.86 ,$2.99 ,$0.62 ,$1.63 ,$1.55 ,$3.57 ,$3.92 ,$2.17 ,$3.59 ,$1.06 ,$2.68 ,$1.78 ,$4.72 ,$2.76 ,$2.45 ,$1.30 ,$3.12 ,$1.55 ,$753 ,"$227,630 ",4.09,$824 ,,$105.73 ,$46.99 ,$152.72 ,$29.62 ,$33.07 ,$2.46 ,$97.34 ,$93.24 ,$83.78 ,$10.43 ,$316.30 ,$4.09 ,$8.24 ,$3.18 ,$14.38 ,$36.24 ,$2.30 ,$1.01 ,$9.97 ,$30.87 ,$27.49 ,$31.12 ,$82.75 ,$16.95 ,$10.19 ,$3.95 ,$2.05 ,$36.21 ,$7.97 ,$7.66 
22-26380-365,Louisiana,Houma-Thibodaux LA Metro,Houma-Terrebonne Parish LA,$11.82 ,$4.02 ,$4.58 ,$1.17 ,$0.83 ,$2.71 ,$2.04 ,$0.99 ,$3.73 ,$3.73 ,$0.61 ,$1.54 ,$1.53 ,$3.59 ,$4.08 ,$2.09 ,$3.03 ,$1.00 ,$2.27 ,$1.76 ,$5.13 ,$2.63 ,$2.30 ,$1.39 ,$2.86 ,$1.62 ,"$1,075 ","$288,919 ",4.35,"$1,078 ",,$122.52 ,$25.86 ,$148.38 ,$24.41 ,$35.94 ,$2.42 ,$89.48 ,$85.42 ,$72.12 ,$11.87 ,$260.96 ,$3.88 ,$8.47 ,$3.22 ,$17.20 ,$31.48 ,$2.17 ,$0.95 ,$11.85 ,$26.90 ,$22.60 ,$23.39 ,$67.22 ,$16.02 ,$10.35 ,$4.25 ,$2.52 ,$48.09 ,$7.78 ,$7.97 
22-26380-900,Louisiana,Houma-Thibodaux LA Metro,Thibodaux-Lafourche Parish LA,$11.66 ,$4.65 ,$4.46 ,$1.13 ,$0.82 ,$2.43 ,$2.26 ,$0.99 ,$3.80 ,$3.86 ,$0.61 ,$1.56 ,$1.72 ,$3.59 ,$4.07 ,$2.09 ,$3.35 ,$1.00 ,$2.17 ,$1.84 ,$5.77 ,$2.63 ,$2.41 ,$1.12 ,$2.86 ,$1.56 ,"$1,019 ","$241,472 ",4.36,$900 ,,$105.94 ,$35.58 ,$141.51 ,$24.85 ,$37.72 ,$2.51 ,$108.61 ,$86.62 ,$94.85 ,$11.93 ,$333.88 ,$3.95 ,$8.47 ,$3.04 ,$17.46 ,$29.99 ,$2.47 ,$0.98 ,$11.07 ,$25.07 ,$24.91 ,$24.34 ,$64.72 ,$13.69 ,$10.35 ,$4.25 ,$2.52 ,$48.09 ,$7.79 ,$10.73 
22-29180-400,Louisiana,Lafayette LA Metro,Lafayette LA,$10.37 ,$4.25 ,$4.28 ,$1.23 ,$0.95 ,$2.63 ,$2.24 ,$1.00 ,$3.78 ,$2.91 ,$0.58 ,$1.56 ,$1.54 ,$3.54 ,$4.07 ,$2.11 ,$3.38 ,$1.02 ,$2.53 ,$1.84 ,$5.10 ,$2.92 ,$2.43 ,$1.25 ,$3.30 ,$1.60 ,$987 ,"$249,983 ",3.98,$894 ,,$92.03 ,$50.24 ,$142.27 ,$29.48 ,$44.85 ,$2.45 ,$77.61 ,$72.63 ,$76.70 ,$9.47 ,$288.84 ,$3.50 ,$8.76 ,$3.61 ,$16.00 ,$36.70 ,$2.29 ,$0.98 ,$11.21 ,$23.68 ,$19.26 ,$23.45 ,$73.23 ,$20.00 ,$9.21 ,$5.19 ,$2.60 ,$41.88 ,$8.10 ,$7.54 
22-29340-450,Louisiana,Lake Charles LA Metro,Lake Charles LA,$10.96 ,$4.63 ,$3.81 ,$1.35 ,$0.94 ,$2.60 ,$2.24 ,$1.09 ,$3.78 ,$2.86 ,$0.60 ,$1.37 ,$1.32 ,$3.57 ,$3.99 ,$2.25 ,$3.27 ,$1.18 ,$2.60 ,$1.97 ,$5.29 ,$2.91 ,$2.66 ,$1.36 ,$3.32 ,$1.61 ,"$1,008 ","$288,696 ",4.03,"$1,037 ",$125.10 ,,,$125.10 ,$35.00 ,$41.65 ,$2.49 ,$97.43 ,$83.61 ,$79.39 ,$10.07 ,$316.89 ,$3.84 ,$8.34 ,$2.79 ,$14.66 ,$32.45 ,$2.09 ,$0.97 ,$10.54 ,$26.25 ,$24.64 ,$30.15 ,$75.19 ,$13.50 ,$7.60 ,$4.00 ,$1.90 ,$42.79 ,$8.08 ,$7.26 
22-33740-500,Louisiana,Monroe LA Metro,Monroe LA,$9.45 ,$3.51 ,$3.97 ,$1.13 ,$0.82 ,$2.50 ,$2.25 ,$0.97 ,$4.00 ,$3.11 ,$0.58 ,$1.56 ,$1.49 ,$3.52 ,$3.67 ,$1.98 ,$3.43 ,$0.98 ,$2.67 ,$1.82 ,$4.91 ,$2.59 ,$2.40 ,$1.18 ,$2.85 ,$1.53 ,$754 ,"$295,856 ",4.15,"$1,078 ",,$77.77 ,$48.82 ,$126.59 ,$28.71 ,$27.00 ,$2.44 ,$81.49 ,$80.68 ,$83.86 ,$9.29 ,$303.37 ,$3.69 ,$8.64 ,$4.29 ,$14.24 ,$28.09 ,$2.15 ,$0.94 ,$13.28 ,$24.87 ,$22.01 ,$26.10 ,$68.59 ,$18.00 ,$7.45 ,$4.59 ,$2.94 ,$44.14 ,$7.58 ,$7.16 
22-35380-600,Louisiana,New Orleans-Metairie LA Metro,New Orleans LA,$10.84 ,$4.08 ,$4.47 ,$1.13 ,$0.98 ,$2.56 ,$2.39 ,$0.99 ,$3.91 ,$3.26 ,$0.62 ,$1.63 ,$1.59 ,$3.75 ,$3.82 ,$2.00 ,$3.58 ,$1.09 ,$2.57 ,$1.90 ,$5.24 ,$2.86 ,$2.53 ,$1.37 ,$3.60 ,$1.62 ,$977 ,"$294,265 ",4.03,"$1,059 ",,$90.40 ,$38.79 ,$129.19 ,$28.01 ,$35.95 ,$2.46 ,$74.84 ,$80.18 ,$94.38 ,$10.78 ,$331.88 ,$3.67 ,$8.66 ,$1.46 ,$13.83 ,$37.00 ,$2.49 ,$0.98 ,$12.28 ,$19.41 ,$19.90 ,$22.22 ,$86.92 ,$16.95 ,$10.56 ,$6.78 ,$2.58 ,$53.25 ,$7.86 ,$8.43 
22-35380-850,Louisiana,New Orleans-Metairie LA Metro,Slidell-St. Tammany Parish LA,$11.92 ,$4.16 ,$4.39 ,$1.18 ,$0.88 ,$2.50 ,$2.39 ,$0.98 ,$3.86 ,$3.04 ,$0.63 ,$1.60 ,$1.60 ,$3.64 ,$3.94 ,$1.99 ,$3.46 ,$1.04 ,$2.56 ,$1.81 ,$4.93 ,$2.72 ,$2.43 ,$1.33 ,$3.13 ,$1.56 ,"$1,025 ","$266,618 ",4.09,$965 ,$174.03 ,,,$174.03 ,$29.62 ,$41.36 ,$2.46 ,$80.47 ,$91.62 ,$79.96 ,$10.60 ,$314.56 ,$3.94 ,$8.24 ,$3.28 ,$14.74 ,$40.79 ,$2.18 ,$0.99 ,$11.16 ,$28.27 ,$25.47 ,$31.82 ,$84.77 ,$18.95 ,$10.19 ,$4.22 ,$2.07 ,$45.25 ,$7.88 ,$7.22 
22-43340-800,Louisiana,Shreveport-Bossier City LA Metro,Shreveport-Bossier City LA,$9.87 ,$4.33 ,$4.28 ,$1.13 ,$1.01 ,$2.62 ,$1.89 ,$1.03 ,$3.86 ,$2.92 ,$0.56 ,$1.25 ,$1.65 ,$3.74 ,$3.93 ,$1.98 ,$3.04 ,$0.97 ,$2.72 ,$1.87 ,$4.64 ,$2.86 ,$2.46 ,$1.19 ,$2.82 ,$1.27 ,$727 ,"$272,485 ",3.91,$965 ,$138.65 ,,,$138.65 ,$24.34 ,$33.73 ,$2.39 ,$72.50 ,$93.19 ,$79.31 ,$9.24 ,$247.77 ,$3.49 ,$10.54 ,$2.99 ,$11.71 ,$34.55 ,$2.09 ,$0.92 ,$9.93 ,$25.79 ,$21.95 ,$25.84 ,$65.35 ,$17.08 ,$9.50 ,$4.87 ,$1.91 ,$47.45 ,$7.77 ,$7.67 
23-38860-500,Maine,Portland-South Portland ME Metro,Portland ME,$10.19 ,$4.14 ,$4.87 ,$1.45 ,$1.46 ,$2.51 ,$2.01 ,$1.55 ,$3.55 ,$3.72 ,$0.49 ,$1.31 ,$1.84 ,$3.43 ,$4.74 ,$2.47 ,$4.78 ,$1.38 ,$2.50 ,$2.43 ,$5.02 ,$4.24 ,$2.73 ,$1.33 ,$3.19 ,$1.49 ,"$1,311 ","$356,534 ",4.05,"$1,284 ",,$84.55 ,$144.73 ,$229.28 ,$24.69 ,$47.45 ,$2.89 ,$142.37 ,$122.71 ,$103.41 ,$9.18 ,$294.94 ,$4.34 ,$8.84 ,$4.24 ,$15.81 ,$35.29 ,$3.51 ,$0.99 ,$14.90 ,$22.68 ,$19.03 ,$32.56 ,$83.37 ,$14.04 ,$9.81 ,$4.76 ,$4.04 ,$56.68 ,$9.49 ,$7.99 
24-12580-100,Maryland,Baltimore-Columbia-Towson MD Metro,Baltimore MD,$11.79 ,$4.58 ,$5.07 ,$1.80 ,$1.24 ,$2.54 ,$2.34 ,$1.10 ,$4.67 ,$4.23 ,$0.64 ,$1.90 ,$1.58 ,$3.48 ,$4.66 ,$2.56 ,$4.02 ,$1.50 ,$2.63 ,$2.33 ,$6.19 ,$4.20 ,$3.01 ,$1.55 ,$4.19 ,$1.88 ,"$1,328 ","$455,193 ",3.94,"$1,619 ",,$88.49 ,$63.99 ,$152.48 ,$28.67 ,$39.65 ,$2.72 ,$67.36 ,$79.75 ,$81.56 ,$10.26 ,$293.64 ,$3.35 ,$9.25 ,$3.35 ,$15.73 ,$43.73 ,$2.36 ,$1.01 ,$8.34 ,$30.62 ,$17.37 ,$31.51 ,$49.98 ,$17.56 ,$10.81 ,$5.30 ,$2.14 ,$43.60 ,$8.49 ,$7.49 
24-43524-250,Maryland,Silver Spring-Frederick-Rockville MD Metro Div.,Bethesda-Gaithersburg-Frederick MD,$11.59 ,$4.18 ,$4.84 ,$1.64 ,$1.11 ,$2.50 ,$2.13 ,$1.09 ,$4.60 ,$3.94 ,$0.61 ,$1.73 ,$1.56 ,$3.47 ,$4.38 ,$2.40 ,$4.08 ,$1.27 ,$2.61 ,$1.76 ,$5.48 ,$3.63 ,$2.85 ,$1.19 ,$4.05 ,$1.78 ,"$1,710 ","$648,236 ",4,"$2,322 ",,$106.94 ,$73.00 ,$179.94 ,$26.86 ,$40.96 ,$2.87 ,$72.04 ,$73.40 ,$81.56 ,$10.17 ,$312.29 ,$3.28 ,$8.83 ,$3.25 ,$16.79 ,$46.75 ,$2.32 ,$1.08 ,$9.16 ,$30.68 ,$16.68 ,$30.51 ,$50.98 ,$31.55 ,$12.32 ,$5.30 ,$2.02 ,$44.00 ,$8.67 ,$9.17 
25-14460-200,Massachusetts,Boston MA Metro Div.,Boston MA,$11.05 ,$4.08 ,$4.85 ,$1.74 ,$1.14 ,$2.23 ,$2.26 ,$1.49 ,$3.88 ,$3.57 ,$0.50 ,$1.43 ,$1.60 ,$3.60 ,$4.37 ,$2.85 ,$3.91 ,$1.47 ,$2.81 ,$2.19 ,$5.64 ,$3.78 ,$2.70 ,$1.24 ,$3.61 ,$1.57 ,"$2,217 ","$542,323 ",3.96,"$1,934 ",,$142.46 ,$136.00 ,$278.46 ,$35.54 ,$48.52 ,$2.71 ,$109.08 ,$161.90 ,$118.13 ,$9.73 ,$321.52 ,$4.43 ,$10.50 ,$4.52 ,$19.92 ,$52.20 ,$2.65 ,$1.01 ,$15.38 ,$34.91 ,$25.23 ,$35.44 ,$100.10 ,$56.39 ,$12.15 ,$7.07 ,$3.70 ,$62.92 ,$9.07 ,$10.38 
25-15764-530,Massachusetts,Cambridge-Newton-Framingham MA Metro Div.,Framingham-Natick MA,$11.73 ,$4.23 ,$5.26 ,$1.66 ,$1.48 ,$2.65 ,$2.74 ,$1.60 ,$4.08 ,$3.80 ,$0.57 ,$1.60 ,$2.18 ,$3.46 ,$4.00 ,$2.47 ,$4.15 ,$1.43 ,$2.87 ,$2.12 ,$6.05 ,$4.28 ,$2.97 ,$1.16 ,$2.86 ,$1.80 ,"$1,876 ","$589,615 ",4.01,"$2,115 ",,$57.83 ,$106.79 ,$164.62 ,$31.32 ,$45.78 ,$2.75 ,$117.37 ,$163.59 ,$107.91 ,$9.14 ,$301.10 ,$4.63 ,$10.90 ,$4.66 ,$17.15 ,$48.47 ,$3.14 ,$1.28 ,$14.01 ,$44.73 ,$19.75 ,$33.85 ,$86.84 ,$59.82 ,$11.23 ,$4.08 ,$2.45 ,$63.29 ,$9.29 ,$8.37 
25-38340-700,Massachusetts,Pittsfield MA Metro,Pittsfield MA,$10.92 ,$3.86 ,$5.20 ,$2.34 ,$1.39 ,$2.45 ,$2.44 ,$1.35 ,$3.99 ,$3.63 ,$0.59 ,$1.86 ,$2.13 ,$3.25 ,$3.95 ,$2.40 ,$3.36 ,$1.36 ,$2.39 ,$1.86 ,$6.31 ,$3.77 ,$3.07 ,$1.48 ,$3.76 ,$1.62 ,"$1,005 ","$433,323 ",4.12,"$1,574 ",,$56.80 ,$104.95 ,$161.75 ,$27.44 ,$45.13 ,$2.92 ,$145.09 ,$97.66 ,$93.95 ,$9.51 ,$261.10 ,$1.99 ,$7.98 ,$4.20 ,$13.32 ,$21.22 ,$2.26 ,$0.99 ,$15.94 ,$17.66 ,$23.06 ,$28.96 ,$80.22 ,$26.03 ,$9.96 ,$5.96 ,$2.93 ,$53.19 ,$7.49 ,$7.94 
25-49340-520,Massachusetts,Worcester MA-CT Metro,Fitchburg-Leominster MA,$9.57 ,$4.23 ,$4.46 ,$1.51 ,$1.03 ,$1.76 ,$1.96 ,$1.21 ,$4.10 ,$3.19 ,$0.49 ,$0.97 ,$1.50 ,$3.20 ,$3.57 ,$2.38 ,$3.42 ,$1.15 ,$2.42 ,$2.46 ,$5.13 ,$3.30 ,$2.28 ,$1.06 ,$2.30 ,$1.24 ,"$1,092 ","$343,542 ",4.3,"$1,278 ",,$91.07 ,$141.53 ,$232.60 ,$28.15 ,$55.80 ,$3.11 ,$114.30 ,$154.55 ,$100.59 ,$9.56 ,$305.69 ,$4.21 ,$11.74 ,$3.52 ,$16.06 ,$33.86 ,$3.30 ,$1.07 ,$13.79 ,$29.56 ,$29.35 ,$34.32 ,$82.33 ,$35.37 ,$8.48 ,$3.38 ,$2.82 ,$50.70 ,$9.14 ,$10.90 
26-19804-400,Michigan,Detroit-Dearborn-Livonia MI Metro Div.,Detroit MI,$10.95 ,$4.06 ,$3.78 ,$1.21 ,$0.87 ,$1.94 ,$1.96 ,$0.86 ,$3.89 ,$2.53 ,$0.53 ,$1.00 ,$1.34 ,$2.93 ,$4.08 ,$2.31 ,$3.34 ,$1.00 ,$2.58 ,$1.80 ,$4.61 ,$2.91 ,$2.05 ,$1.15 ,$3.28 ,$1.52 ,$954 ,"$267,365 ",4.1,$969 ,,$110.68 ,$66.41 ,$177.10 ,$29.12 ,$40.38 ,$2.73 ,$79.67 ,$100.13 ,$86.51 ,$8.41 ,$304.13 ,$4.03 ,$9.20 ,$4.30 ,$15.75 ,$48.05 ,$1.99 ,$0.85 ,$10.01 ,$22.44 ,$21.87 ,$28.27 ,$56.26 ,$20.00 ,$9.84 ,$3.24 ,$2.08 ,$45.32 ,$8.26 ,$5.49 
26-24340-570,Michigan,Grand Rapids-Wyoming MI Metro,Grand Rapids MI,$11.60 ,$4.41 ,$4.24 ,$1.13 ,$0.82 ,$2.30 ,$1.87 ,$0.89 ,$3.78 ,$2.97 ,$0.51 ,$1.22 ,$1.14 ,$3.61 ,$4.00 ,$2.22 ,$3.31 ,$1.06 ,$2.66 ,$1.56 ,$4.86 ,$3.03 ,$2.56 ,$1.10 ,$3.46 ,$1.62 ,$832 ,"$240,809 ",4.1,$873 ,,$88.21 ,$73.40 ,$161.62 ,$25.50 ,$40.65 ,$2.60 ,$91.79 ,$94.30 ,$79.49 ,$8.37 ,$327.86 ,$3.77 ,$9.37 ,$4.23 ,$16.38 ,$35.00 ,$2.04 ,$0.87 ,$14.89 ,$24.90 ,$20.07 ,$24.28 ,$73.75 ,$16.00 ,$10.08 ,$4.14 ,$2.05 ,$47.57 ,$8.55 ,$7.25 
26-28020-650,Michigan,Kalamazoo-Portage MI Metro,Kalamazoo MI,$11.12 ,$3.54 ,$3.81 ,$1.19 ,$0.83 ,$2.29 ,$1.87 ,$0.82 ,$3.77 ,$2.71 ,$0.51 ,$1.24 ,$1.23 ,$2.95 ,$3.47 ,$2.06 ,$2.74 ,$0.96 ,$2.24 ,$1.47 ,$4.83 ,$2.76 ,$1.96 ,$1.00 ,$2.35 ,$1.22 ,$686 ,"$205,353 ",3.96,$732 ,,$95.83 ,$78.16 ,$173.99 ,$28.50 ,$38.57 ,$2.61 ,$56.66 ,$89.48 ,$97.21 ,$8.02 ,$302.87 ,$3.74 ,$9.57 ,$3.98 ,$14.84 ,$19.33 ,$1.82 ,$0.82 ,$12.16 ,$17.27 ,$15.67 ,$16.09 ,$73.79 ,$15.08 ,$7.94 ,$3.33 ,$2.10 ,$49.83 ,$7.99 ,$7.02 
26-35660-855,Michigan,Niles-Benton Harbor MI ,Benton Harbor MI,$10.33 ,$4.20 ,$4.57 ,$1.60 ,$1.10 ,$2.25 ,$2.00 ,$1.01 ,$4.01 ,$3.18 ,$0.57 ,$1.29 ,$1.64 ,$3.78 ,$4.30 ,$2.38 ,$3.56 ,$1.26 ,$2.63 ,$1.86 ,$4.97 ,$3.15 ,$2.81 ,$1.41 ,$3.45 ,$1.66 ,$691 ,"$253,980 ",4.03,$913 ,,$69.35 ,$73.47 ,$142.82 ,$32.38 ,$37.09 ,$2.68 ,$79.92 ,$96.50 ,$84.41 ,$9.00 ,$300.40 ,$3.76 ,$8.00 ,$4.11 ,$13.19 ,$29.91 ,$2.59 ,$1.04 ,$12.21 ,$25.70 ,$23.41 ,$26.24 ,$73.13 ,$22.95 ,$6.88 ,$3.25 ,$2.22 ,$40.57 ,$8.53 ,$7.69 
27-31860-500,Minnesota,Mankato-North Mankato MN Metro,Mankato MN,$11.60 ,$4.89 ,$4.81 ,$1.74 ,$0.94 ,$3.25 ,$2.06 ,$0.96 ,$4.30 ,$2.85 ,$0.58 ,$1.52 ,$1.68 ,$4.06 ,$4.81 ,$2.49 ,$3.15 ,$1.14 ,$2.56 ,$1.79 ,$5.38 ,$2.80 ,$2.56 ,$1.53 ,$3.38 ,$1.52 ,$727 ,"$255,994 ",3.91,$907 ,,$80.35 ,$69.12 ,$149.47 ,$18.75 ,$36.13 ,$2.54 ,$75.24 ,$155.53 ,$92.67 ,$9.34 ,$271.43 ,$3.74 ,$12.00 ,$4.49 ,$18.44 ,$25.63 ,$2.76 ,$0.95 ,$11.78 ,$30.72 ,$23.61 ,$31.03 ,$83.25 ,$23.49 ,$9.16 ,$3.50 ,$2.69 ,$44.88 ,$7.91 ,$7.09 
27-33460-511,Minnesota,Minneapolis-St. Paul-Bloomington MN-WI Metro,Minneapolis MN,$14.16 ,$3.60 ,$4.67 ,$1.87 ,$1.07 ,$2.28 ,$1.92 ,$1.71 ,$3.91 ,$3.17 ,$0.56 ,$1.52 ,$1.79 ,$3.78 ,$4.65 ,$2.73 ,$3.55 ,$1.20 ,$2.29 ,$1.79 ,$5.46 ,$3.85 ,$2.87 ,$1.66 ,$3.62 ,$1.59 ,"$1,101 ","$344,736 ",4.01,"$1,236 ",,$93.20 ,$69.58 ,$162.78 ,$24.99 ,$43.31 ,$2.80 ,$82.29 ,$133.47 ,$84.32 ,$11.69 ,$281.04 ,$3.63 ,$10.56 ,$3.85 ,$22.67 ,$33.21 ,$3.42 ,$1.04 ,$13.48 ,$31.00 ,$27.18 ,$36.84 ,$76.60 ,$14.08 ,$9.81 ,$4.09 ,$3.25 ,$60.11 ,$8.65 ,$7.74 
27-33460-880,Minnesota,Minneapolis-St. Paul-Bloomington MN-WI Metro,St. Paul MN,$13.40 ,$3.84 ,$4.56 ,$1.90 ,$1.08 ,$2.18 ,$1.88 ,$1.73 ,$3.85 ,$3.27 ,$0.53 ,$1.47 ,$1.76 ,$3.68 ,$4.51 ,$2.70 ,$3.50 ,$1.18 ,$2.25 ,$1.67 ,$5.43 ,$3.78 ,$2.86 ,$1.70 ,$3.54 ,$1.61 ,"$1,124 ","$333,641 ",4,"$1,195 ",,$86.89 ,$71.53 ,$158.42 ,$24.99 ,$43.19 ,$2.82 ,$81.38 ,$131.84 ,$86.04 ,$11.75 ,$277.13 ,$3.69 ,$10.64 ,$3.86 ,$23.01 ,$33.91 ,$3.39 ,$1.04 ,$13.98 ,$27.42 ,$25.51 ,$37.16 ,$76.37 ,$14.08 ,$9.86 ,$4.12 ,$3.19 ,$59.68 ,$8.74 ,$7.90 
27-41060-840,Minnesota,St. Cloud MN Metro,St. Cloud MN,$12.09 ,$4.57 ,$5.72 ,$1.84 ,$1.02 ,$2.69 ,$2.27 ,$1.17 ,$4.24 ,$2.50 ,$0.63 ,$1.49 ,$1.81 ,$4.27 ,$4.81 ,$2.19 ,$3.77 ,$1.23 ,$2.24 ,$1.88 ,$5.03 ,$3.19 ,$3.17 ,$1.51 ,$4.41 ,$1.79 ,$745 ,"$240,138 ",3.92,$852 ,,$80.27 ,$82.76 ,$163.02 ,$24.42 ,$35.81 ,$2.54 ,$115.60 ,$156.00 ,$85.13 ,$11.20 ,$295.07 ,$3.79 ,$8.25 ,$3.80 ,$21.51 ,$30.25 ,$3.30 ,$1.02 ,$13.38 ,$32.66 ,$24.49 ,$33.99 ,$68.32 ,$23.50 ,$10.00 ,$3.98 ,$3.84 ,$45.71 ,$8.97 ,$8.17 
28-25620-500,Mississippi,Hattiesburg MS Metro,Hattiesburg MS,$11.01 ,$3.93 ,$4.43 ,$1.29 ,$1.01 ,$2.58 ,$2.22 ,$1.10 ,$3.78 ,$3.12 ,$0.63 ,$1.77 ,$1.49 ,$3.33 ,$4.06 ,$2.14 ,$3.38 ,$1.25 ,$2.49 ,$1.82 ,$4.95 ,$2.95 ,$2.32 ,$1.34 ,$3.31 ,$1.54 ,$549 ,"$231,119 ",3.89,$816 ,,$91.82 ,$41.46 ,$133.28 ,$28.75 ,$35.08 ,$2.29 ,$76.34 ,$87.06 ,$78.48 ,$10.06 ,$289.86 ,$3.39 ,$8.06 ,$2.99 ,$13.67 ,$30.36 ,$2.19 ,$0.96 ,$10.16 ,$17.83 ,$15.61 ,$19.36 ,$78.98 ,$17.50 ,$9.56 ,$4.50 ,$1.83 ,$38.76 ,$8.17 ,$7.49 
28-27140-600,Mississippi,Jackson MS Metro,Jackson MS,$10.42 ,$3.59 ,$3.88 ,$1.00 ,$0.95 ,$2.26 ,$2.18 ,$0.96 ,$3.75 ,$3.23 ,$0.52 ,$1.04 ,$1.60 ,$3.23 ,$4.10 ,$2.04 ,$3.39 ,$0.91 ,$2.40 ,$1.67 ,$4.11 ,$2.18 ,$2.12 ,$0.92 ,$2.65 ,$1.45 ,$659 ,"$236,789 ",4.03,$851 ,,$87.95 ,$43.13 ,$131.08 ,$25.05 ,$28.73 ,$2.31 ,$67.61 ,$93.76 ,$82.75 ,$7.76 ,$279.91 ,$3.58 ,$8.49 ,$2.61 ,$14.88 ,$24.13 ,$1.85 ,$0.89 ,$10.31 ,$21.46 ,$15.18 ,$21.46 ,$75.53 ,$23.78 ,$9.13 ,$5.76 ,$1.99 ,$49.81 ,$8.40 ,$8.38 
28-46180-850,Mississippi,Tupelo MS Micro,Tupelo MS,$11.14 ,$4.00 ,$3.83 ,$1.04 ,$0.85 ,$2.26 ,$2.02 ,$1.03 ,$3.98 ,$3.15 ,$0.54 ,$1.18 ,$1.33 ,$3.36 ,$4.29 ,$2.15 ,$3.30 ,$0.93 ,$2.51 ,$1.68 ,$4.72 ,$2.40 ,$2.20 ,$1.09 ,$2.83 ,$1.50 ,$583 ,"$226,153 ",3.97,$807 ,,$83.68 ,$36.36 ,$120.04 ,$26.66 ,$38.54 ,$2.40 ,$107.39 ,$83.00 ,$91.58 ,$8.05 ,$299.42 ,$3.61 ,$10.72 ,$3.23 ,$14.95 ,$22.37 ,$1.81 ,$0.80 ,$9.50 ,$20.49 ,$17.96 ,$26.60 ,$66.88 ,$11.23 ,$9.23 ,$3.63 ,$2.49 ,$61.37 ,$8.09 ,$6.45 
